distrito,dico,name,ambito,Anos,medvalsqm2,imi,classicalH,owcharges,charges400,newhouse,pp,netpop,netmig,pop15,popeduc15,popdens,pop,pop65,active,unemployed,touracc,classacc,area,chharea,newharea,touracarea,clasacarea,unemprate,newhousepmig,clashousphh,touaccpmig,housespercapita,newhnetpop,clasaccppopden,clasaccpop
LISBOA,"1103",Azambuja,MunicÃ­pio,Azambuja,982.000000000000000,0.350000000000000,6215.000000000000000,0.348833467417538,0.268450184501845,10.000000000000000,98.900000000000006,186.000000000000000,330.000000000000000,18620.000000000000000,0.125671321160043,81.599999999999994,21421.000000000000000,0.235609915503478,9618.000000000000000,707.000000000000000,5.000000000000000,12123.000000000000000,262.512000000000000,23.675000000000001,0.038000000000000,0.019000000000000,46.180999999999997,0.073508005822416,0.030303030303030,1.950603378921963,0.015151515151515,0.565939965454461,0.053763440860215,148.566176470588232,0.565939965454461
LISBOA,"1106",Lisboa,MunicÃ­pio,Lisboa,3113.000000000000000,0.300000000000000,121869.000000000000000,0.406690790931246,0.511571131690979,502.000000000000000,205.599999999999994,-3436.000000000000000,-1141.000000000000000,474576.000000000000000,0.411917163952665,5455.199999999999818,545796.000000000000000,0.234094789994797,262214.000000000000000,22111.000000000000000,487.000000000000000,324554.000000000000000,100.051000000000002,1218.068999999999960,5.017000000000000,4.868000000000000,3243.885999999999967,0.084324254235090,-0.439964943032428,2.663138287833657,-0.426818580192813,0.594643419885818,-0.146100116414435,59.494427335386419,0.594643419885818
LISBOA,"1105",Cascais,MunicÃ­pio,Cascais,2342.000000000000000,0.340000000000000,56436.000000000000000,0.428662555815437,0.523148148148148,255.000000000000000,118.000000000000000,-869.000000000000000,-171.000000000000000,183087.000000000000000,0.324567009126809,2198.400000000000091,214124.000000000000000,0.226322131101605,98194.000000000000000,8129.000000000000000,80.000000000000000,110439.000000000000000,97.400000000000006,579.424999999999955,2.618000000000000,0.821000000000000,1133.871000000000095,0.082785098885879,-1.491228070175439,1.956889219647034,-0.467836257309941,0.515771235358951,-0.293440736478711,50.236080786026200,0.515771235358951
VIANA DO CASTELO,"1601",Arcos de Valdevez,MunicÃ­pio,Arcos de Valdevez,885.000000000000000,0.340000000000000,7157.000000000000000,0.158027106329468,0.238726790450928,28.000000000000000,68.599999999999994,-115.000000000000000,134.000000000000000,18795.000000000000000,0.102740090449588,46.299999999999997,20718.000000000000000,0.359976831740515,7461.000000000000000,460.000000000000000,46.000000000000000,17722.000000000000000,447.473000000000013,15.994000000000000,0.063000000000000,0.103000000000000,39.604999999999997,0.061653933789036,0.208955223880597,2.476177169204974,0.343283582089552,0.855391447050874,-0.243478260869565,382.764578833693349,0.855391447050874
LISBOA,"1102",Arruda dos Vinhos,MunicÃ­pio,Arruda dos Vinhos,1204.000000000000000,0.375000000000000,3898.000000000000000,0.459722934838379,0.380022321428571,56.000000000000000,93.700000000000003,234.000000000000000,332.000000000000000,11699.000000000000000,0.214633729378579,179.500000000000000,13992.000000000000000,0.193967981703831,6851.000000000000000,364.000000000000000,4.000000000000000,6972.000000000000000,77.950000000000003,50.006000000000000,0.718000000000000,0.051000000000000,89.441999999999993,0.053130929791271,0.168674698795181,1.788609543355567,0.012048192771084,0.498284734133791,0.239316239316239,38.841225626740950,0.498284734133791
 ,"1412", ,MunicÃ­pio,GolegÃ£,761.000000000000000,0.350000000000000,1693.000000000000000,0.360897814530419,0.176759410801964,9.000000000000000,84.700000000000003,-41.000000000000000,20.000000000000000,4792.000000000000000,0.138355592654424,64.000000000000000,5400.000000000000000,0.293148148148148,2335.000000000000000,106.000000000000000,8.000000000000000,3163.000000000000000,84.375000000000000,20.065000000000001,0.107000000000000,0.095000000000000,37.487000000000002,0.045396145610278,0.450000000000000,1.868281157708210,0.400000000000000,0.585740740740741,-0.219512195121951,49.421875000000000,0.585740740740741
 ,"1411", ,MunicÃ­pio,Ferreira do ZÃªzere,684.000000000000000,0.300000000000000,2816.000000000000000,0.245738636363636,0.184971098265896,14.000000000000000,69.200000000000003,-38.000000000000000,75.000000000000000,6947.000000000000000,0.098027925723334,41.000000000000000,7800.000000000000000,0.326282051282051,3048.000000000000000,134.000000000000000,12.000000000000000,7623.000000000000000,190.244000000000000,14.802000000000000,0.074000000000000,0.063000000000000,40.070000000000000,0.043963254593176,0.186666666666667,2.707031250000000,0.160000000000000,0.977307692307692,-0.368421052631579,185.926829268292693,0.977307692307692
LISBOA,"1101",Alenquer,MunicÃ­pio,Alenquer,1000.000000000000000,0.380000000000000,12852.000000000000000,0.459461562402739,0.271634208298053,28.000000000000000,89.000000000000000,425.000000000000000,549.000000000000000,37779.000000000000000,0.142195399560602,146.099999999999994,44442.000000000000000,0.202241123261779,21716.000000000000000,1553.000000000000000,8.000000000000000,23862.000000000000000,304.189000000000021,42.250000000000000,0.092000000000000,0.026000000000000,78.444999999999993,0.071514090992816,0.051001821493625,1.856676003734827,0.014571948998179,0.536924530849197,0.065882352941176,163.326488706365495,0.536924530849197
 ,"1414",Rio Maior,MunicÃ­pio,Rio Maior,810.000000000000000,0.380000000000000,6404.000000000000000,0.351811367895066,0.218375499334221,38.000000000000000,91.099999999999994,13.000000000000000,100.000000000000000,18203.000000000000000,0.131571718947426,77.000000000000000,21004.000000000000000,0.239382974671491,9770.000000000000000,491.000000000000000,5.000000000000000,12736.000000000000000,272.778999999999996,23.477000000000000,0.139000000000000,0.018000000000000,46.689999999999998,0.050255885363357,0.380000000000000,1.988757026858214,0.050000000000000,0.606360693201295,2.923076923076923,165.402597402597394,0.606360693201295
 ,"1413", ,MunicÃ­pio,MaÃ§Ã£o,582.000000000000000,0.300000000000000,2457.000000000000000,0.178266178266178,0.207762557077626,4.000000000000000,70.599999999999994,-80.000000000000000,52.000000000000000,5911.000000000000000,0.104212485197090,16.000000000000000,6402.000000000000000,0.420805998125586,2339.000000000000000,131.000000000000000,6.000000000000000,7078.000000000000000,400.125000000000000,6.141000000000000,0.010000000000000,0.015000000000000,17.689000000000000,0.056006840530141,0.076923076923077,2.880748880748881,0.115384615384615,1.105592002499219,-0.050000000000000,442.375000000000000,1.105592002499219
 ,"1410",Entroncamento,MunicÃ­pio,Entroncamento,647.000000000000000,0.350000000000000,6191.000000000000000,0.527701502180585,0.219773492500765,16.000000000000000,96.500000000000000,295.000000000000000,360.000000000000000,17185.000000000000000,0.217224323537969,1466.900000000000091,20141.000000000000000,0.209324263939228,9294.000000000000000,600.000000000000000,2.000000000000000,10983.000000000000000,13.730000000000000,450.910000000000025,1.165000000000000,0.146000000000000,799.927000000000021,0.064557779212395,0.044444444444444,1.774026813115813,0.005555555555556,0.545305595551363,0.054237288135593,7.487217942600040,0.545305595551363
 ,"1409",Coruche,MunicÃ­pio,Coruche,853.000000000000000,0.330000000000000,5622.000000000000000,0.263429384560655,0.197164078325456,14.000000000000000,77.200000000000003,-188.000000000000000,25.000000000000000,15498.000000000000000,0.109497999741902,15.600000000000000,17355.000000000000000,0.331662345145491,7021.000000000000000,482.000000000000000,10.000000000000000,12751.000000000000000,1112.500000000000000,5.053000000000000,0.013000000000000,0.009000000000000,11.462000000000000,0.068651189289275,0.560000000000000,2.268054073283529,0.400000000000000,0.734716220109479,-0.074468085106383,817.371794871794918,0.734716220109479
 ,"1408", ,MunicÃ­pio,ConstÃ¢ncia,651.000000000000000,0.300000000000000,1190.000000000000000,0.447058823529412,0.206766917293233,6.000000000000000,81.599999999999994,21.000000000000000,51.000000000000000,3328.000000000000000,0.141225961538462,47.299999999999997,3798.000000000000000,0.260136914165350,1624.000000000000000,85.000000000000000,2.000000000000000,2204.000000000000000,80.296000000000006,14.820000000000000,0.075000000000000,0.025000000000000,27.448000000000000,0.052339901477833,0.117647058823529,1.852100840336135,0.039215686274510,0.580305423907320,0.285714285714286,46.596194503171247,0.580305423907320
 ,"1405",Benavente,MunicÃ­pio,Benavente,913.000000000000000,0.300000000000000,8139.000000000000000,0.489372158741860,0.311323123273914,19.000000000000000,93.900000000000006,260.000000000000000,394.000000000000000,25166.000000000000000,0.149090042120321,57.000000000000000,29709.000000000000000,0.197280285435390,14354.000000000000000,1113.000000000000000,7.000000000000000,14866.000000000000000,521.211000000000013,15.616000000000000,0.036000000000000,0.013000000000000,28.521999999999998,0.077539361850355,0.048223350253807,1.826514313797764,0.017766497461929,0.500387088087785,0.073076923076923,260.807017543859672,0.500387088087785
 ,"1404", ,MunicÃ­pio,AlpiarÃ§a,631.000000000000000,0.390000000000000,2288.000000000000000,0.335664335664336,0.229166666666667,4.000000000000000,78.000000000000000,-33.000000000000000,46.000000000000000,6120.000000000000000,0.135620915032680,73.099999999999994,6975.000000000000000,0.294623655913978,2954.000000000000000,245.000000000000000,2.000000000000000,4099.000000000000000,95.417000000000002,23.978999999999999,0.042000000000000,0.021000000000000,42.959000000000003,0.082938388625592,0.086956521739130,1.791520979020979,0.043478260869565,0.587670250896057,-0.121212121212121,56.073871409028733,0.587670250896057
